386480	fry	Wa nimt noch tiid foar in lange brief oan in freon?
386483	fry	Kin ‘t ús wat skele?
386486	fry	Beide binne wij sykjend nei eat wat der net is.
386489	fry	Ik meitsje fiere reizen, sjoch frjemde lannen, doch dingen dy'k nea earder die.
386492	fry	Ik swalkte doelleas yn it rûn.
386495	fry	Ik wie op syk nei eat wat der net wie.
386498	fry	Ik kin dy mar net ferjitte.
386501	fry	Is it allegear echt foarby?
386504	fry	Ik ha gjin swurd.
386507	fry	Wêrom joust my net wat ik ha wol?
386510	fry	Asto no seist: "Ik hâld fan dy," dan sis ik dat ek tsjin dy.
386513	fry	Do dochst gewoan neat ferkeard.
386516	fry	Ik hâld fan dy, sa asto bist.
387590	fry	Goemoarn allegear.
387595	fry	Goejûn.
387599	fry	Kinne jo stadicher prate asjebleaft?
387637	fry	Yn 'e keamer stie in piano, mar der wie nimmen dy't derop spile.
387640	fry	Boppe stienen fjouwer opmakke bêden, mar op trije waard noait sliept.
387643	fry	Twa kear yn 'e wike kaam de túnman om it gers te meanen, dêrom koe ik nea yn it lange gers lizze.
387646	fry	Oan de ein fan it paad stie in brievebus. Op in dei lei der in spannende brief yn en dy wie foar my.
387649	fry	Doe't ik lyts wie, kamen pake en beppe noch om op te passen. Jûns op bêd lies beppe my foar. Of pake fertelde in ferhaal.
387652	fry	Mem wie bang dat ik smoarch wurde soe.
387655	fry	Miskien fûn hy it wol in goed idee.
387658	fry	It is hjir noch krekt as eartiids.
392688	fry	Wêrom?
394858	fry	Bist altyd te let.
394860	fry	Wat dochsto?
394868	fry	In protte bern hearre it ferskil net sa goed.
394871	fry	Ik hoopje ek op sinneskynwaar yn it wykein.
394874	fry	Jou yn it Ingelsk antwurd op de folgjende fragen.
394877	fry	Hokker ferskil is der tusken in doarp en in stêd?
394880	fry	Moarns wurd ik altyd om sân oere hinne wekker.
394883	fry	Twa plus twa is fjouwer.
394886	fry	Jûns gean ik om tsien oere op bêd.
394889	fry	Wêr wennet dyn pake?
394892	fry	Wat is der te rêden?
394895	fry	Ik fertelde har datst do in aardich famke bist.
394898	fry	Hy wurket by in wittenskiplik ynstitút dêr't taalkundigen, letterkundigen, histoarisy, sosjologen, ekonomen en oare wittenskippers ûndersyk dogge nei alles wat mei kabouters te krijen hat.
394901	fry	De organisaasje organisearret alle jierren in stik as wat moetingen fan frijwilligers dy't de doarren bylâns geane om Fryske boeken te ferkeapjen.
510479	fry	Hoi.
759179	fry	Moarns let, de hiele dei let.
983674	fry	Dit is in hynder.
983675	fry	Dit is in happe.
1300703	fry	Strielje as kleare sinneskien mei dyn bliere eagjes it libben yn
1300739	fry	Ik ha him dat útlein.
1499976	fry	De Burj Khalifa is no de heechste wolkekliuwer op de wrâld.
2330622	fry	Froulju en bern earst!
2345870	fry	Muzyk is gjin taal, mar sommige talen klinge as muzyk yn 'e earen.
2345896	fry	Is dyn mem thús?
2346884	fry	Dit is myn computer.
2422737	fry	Myn mem hâldt fan muzyk.
2489954	fry	Boeken binne bijen dy't stomoal fan it iene nei it oare ûnthâld drage.
2621238	fry	Ik bin in seefûgel.
2621239	fry	Ik bin in helt.
2864492	fry	Ån spräke as uler nooch.
3081195	fry	Minsken meitsje sich folle mear soargen oer de ivichheid nei harren dea as oer de ivichheid dy't sich foar harren berte al ôfspile hat. It is lykwols itselde tal ivichheid, dy't sich útrôlet nei alle rjochtingen fanôf it punt wêr't we stean.
3081767	fry	As ik de earmen wat te iten jou, neame se my in hillige. As ik se freegje wêrom't de earmen neat te iten hawwe, neame se my in kommunist.
3090685	fry	Dit is myn geheim. It is tige simplel: kinst it bêste sjen mei it hert. Dêr't it om giet, dat is mei de eagen net te sjen.
3610763	fry	Ik sjoch der nei út.
3935495	fry	Grikelân is in âld lân.
4451396	fry	Wit jo it seker, Tom?
4451402	fry	Tom sil net maklik opjaan.
4451413	fry	Tom die dat trije wiken lyn.
4451420	fry	Ik bin sa ling as dyn.
4451425	fry	ik ha deselde problemen lykas do dy hast.
4451445	fry	Lokwinskje!
4451446	fry	Ferkeard.
4451447	fry	Sêfter.
4451448	fry	Ien hûn blaft nei ûnbekenden.
4451464	fry	Tom leit siik yn bêd.
4451465	fry	Hy seach gjinien.
4451468	fry	Se foel bijna flauw doe't se it bloed seach.
4451477	fry	Ik wol ien nije hûn.
5143853	fry	Myn freondinne is heteroseksueel.
5174277	fry	Sy is alles foar him.
5174285	fry	Hy is alles foar har.
5174300	fry	Do bist alles foar my.
5174328	fry	Ik lês in boek.
5174341	fry	De man yt. De frou yt. It bern yt.
5174588	fry	Wat?
5174590	fry	Farwol.
5174593	fry	Idioat!
5174594	fry	Ja.
5174596	fry	Heechachtsjend.
5174600	fry	Fjoer!
5174601	fry	Brân!
5174602	fry	Spitich!
5174606	fry	Graach dien.
5174609	fry	Myn fout.
5174615	fry	Ja, twa.
5176725	fry	Ik hold fan de âlde man.
5176731	fry	Wa is dêr?
5176745	fry	Ik snijde de holle, earms en fuotten derôf.
5176757	fry	De plysjemannen wiene tefreden.
5176761	fry	Myn hâlding hie se oertsjûge.
5176778	fry	Wa doart?
5176803	fry	Ik ha myn twifels.
5176813	fry	Belle de plysje!
5176814	fry	Rop de plysje!
5176816	fry	Myn hovercraft sit fol mei iel.
5179916	fry	Tom sil foar alles betelje.
5179938	fry	Ik sil foar alles betelje.
5179953	fry	Hy is in hear.
5179957	fry	Sy is in studint.
5179973	fry	Amsterdam is de haadstêd fan Nederlân.
5179985	fry	De kat is yn it hûs.
5184679	fry	Hy is no beskikber.
5186861	fry	Prate jo Folapúk?
5236101	fry	Hja hat de doar read ferve.
5374082	fry	Tom hat in Android-tillefoan.
5412117	fry	Yann iet bôle.
5412137	fry	Sy is net myn freondinne. Hja is myn suster.
5412141	fry	Sy is har freon.
5412143	fry	Sy is syn freon.
5504504	fry	Hongaarsk is myn memmetaal.
5666177	fry	Se is in akteur.
5848042	fry	Each om each, tosk om tosk.
5978131	fry	Ien taal is nea genôch.
5978132	fry	Ien taal is noait genôch.
5978133	fry	Ien taal is nea net genôch.
5978134	fry	Ien taal is noait net genôch.
6058763	fry	Pyongyang is de haadstêd fan Noard-Koreä.
6058799	fry	Ik kom út Noard-Koreä.
6058801	fry	Noard-Koreä en Súd-Koreä syn buorlannen.
6127110	fry	Badajoz is in stêd yn Spanje.
6127123	fry	Aného is in stêd yn Togo.
6171508	fry	Ik hjit Robin.
6176909	fry	Sy is in Koreaan.
6178803	fry	Wat is Telegram?
6179383	fry	Hy is in Koreaan.
6201375	fry	It reint yn Nederlân.
6201404	fry	It reint yn Sweden.
6201409	fry	It snijt yn Ruslân.
6202367	fry	Myn bêste freon is in Rus.
6213945	fry	Ik studear yn Nymwegen.
6392804	fry	Kondooms syn wichtich.
6397742	fry	Frysk is myn memmetaal.
6402545	fry	Goeie moarn!
6452981	fry	Hy is in Nederlanner.
6452982	fry	Sy is in Nederlanner.
6633814	fry	De Nederlânske flagge is read, wyt en blau.
7344924	fry	Hoe âld bisto?
7344926	fry	Farwol!
7344965	fry	It wie in fochtige, graue simmerdei oan de ein fan Juny.
7536714	fry	Ik wenje yn Grinslân.
7536719	fry	Ik wenje yn Grins.
7536729	fry	Ik praat Grinslânsk.
7536760	fry	Ik bin in Grinzer.
7536779	fry	Ik kom út Wynskoat.
7809802	fry	Der binne gjin domme fragen.
7838929	fry	Myn buorman wie net yn 'e hûs doe't de kat kaam.
7841083	fry	Hoe giet it?
7841084	fry	Myn namme is Jack.
7841085	fry	Ik kom út Noard-Brabân.
7841086	fry	Ik kom út Seelân.
7841087	fry	Ik kom út Utert.
7841088	fry	Ik kom út Flevolân.
7841089	fry	Ik kom út Limburch.
7841090	fry	Ik kom út Oerisel.
7841091	fry	Ik kom út Gelderlân.
7841092	fry	Ik kom út Drinte.
7841093	fry	Ik kom út Grinslân.
7841096	fry	Ik kom út Fryslân.
7841097	fry	Ik kom út Súd-Hollân.
7841099	fry	Ik kom út Noard-Hollân.
7841100	fry	Ik kom út Ljouwert.
8141365	fry	Elkenien wie hiel drok.
8216943	fry	Wat is de haadstêd fan Oerisel?
8301401	fry	Wêr?
8301402	fry	Is dat dyn broer?
8301412	fry	Ik wurkje hjir.
8301485	fry	It wurket.
8301486	fry	Ik wurkje.
8301487	fry	Tom wurket
8301488	fry	Sy wurket.
8301489	fry	Mennad wurket.
8301491	fry	Keiko sjongt.
8301492	fry	Ik sjong.
8301493	fry	Tom sjongt.
8301496	fry	Pua sjongt.
8301499	fry	Sy sjonge.
8301502	fry	Sy sjongt.
8301512	fry	Ik sjong no.
8301563	fry	Ik bin in oersetter.
8313466	fry	Hoe hjitsto?
8313469	fry	De wykdagen binne: moandei, tiisdei, woansdei, tongersdei, freed, sneon en snein.
8313470	fry	Ik ha in auto.
8313471	fry	Ik ha in hûn.
8313473	fry	Ik ha in freon.
8313474	fry	Ik ha in kat.
8313477	fry	Ik bin in studint.
8313478	fry	Hy is in studint.
8313481	fry	Se is gjin studint.
8313482	fry	Ik bin gjin studint.
8314169	fry	Hoe let is it?
8314172	fry	Hoe let is it no?
8314179	fry	Hoe let is it no yn Londen?
8314187	fry	Ik hâld fan Kalifornje.
8314200	fry	Ik kom út de FS.
8314204	fry	De haadstêd fan 'e FS is Washington, D.C.
8314207	fry	De haadstêd fan 'e Feriene Steaten fan Amearika is Washington, D.C.
8320281	fry	It nije museum fan Grins is in ferneamd wurk fan de moderne arsjitektuer; in gebou yn folsleine harmony mei de natuerlike omjouwing.
8320286	fry	Hat FC Grins wûn of ferlern?
8320290	fry	Auwerk is nei Emden de twadde grutste stêd yn East-Fryslân.
8320294	fry	Ik wie yn Hamburch.
8320296	fry	Ik lear Frysk.
8320297	fry	Myn âldomke praat Frysk.
8320299	fry	Nederlân wurdt "Nederlân" yn it Frysk neamd.
8320300	fry	Londen is de haadstêd fan Ingelân.
8320301	fry	Bern is de haadstêd fan Switserlân.
8320302	fry	Parys is de haadstêd fan Frankryk.
8320303	fry	Ottawa is de haadstêd fan Kanada.
8320304	fry	Tokio is de haadstêd fan Japan.
8320305	fry	Peking is de haadstêd fan Sina.
8320306	fry	Berlyn is de haadstêd fan Dútslân.
8320307	fry	Kopenhagen is de haadstêd fan Denemark.
8320308	fry	Oslo is de haadstêd fan Noarwegen.
8320309	fry	Kabûl is de haadstêd fan Afganistan.
8320310	fry	Islamabad is de haadstêd fan Pakistan.
8320311	fry	Stokholm is de haadstêd fan Sweden.
8320312	fry	Quito is de haadstêd fan Ekwador.
8320313	fry	Jeruzalim is de haadstêd fan Israel.
8320314	fry	Moskou is de haadstêd fan Ruslân.
8320315	fry	Vaduz is de haadstêd fan Lychtenstein.
8320316	fry	Reykjavik is de haadstêd fan Yslân.
8320317	fry	Noer-Sûltan is de haadstêd fan Kazachstan.
8320318	fry	Hielendal net!
8320319	fry	Dit mes is hielendal net skerp.
8320320	fry	Elkenien wachte.
8320321	fry	Elkenien is der.
8320322	fry	Elkenien dronk kofje.
8329833	fry	Swarte Pyt is rasisme.
8443885	fry	Brûk Facebook.
8443894	fry	Ik haatsje Facebook.
8552760	fry	Oaljefanten ite gers.
8619289	fry	Mist hong oer de rivier.
8621545	fry	Ik haatsje feesten.
8621546	fry	It coronafirus ûntstie yn Sina.
8624253	fry	Learje dizze sinnen.
8624271	fry	It wie in mûs.
8624292	fry	Ik sjoch in stien.
8624299	fry	De stêd sliept.
8624317	fry	In liuw is in bist.
8624526	fry	Sjoch yn de spegel.
8624538	fry	Se sei dat se net ynteressearre wie om him te treffen.
8624701	fry	It Frysk, Sealterfrysk en Noardfrysk binne Fryske talen.
8625027	fry	Ik iet rys.
8625059	fry	De wylde boarnen hawwe ikels iten.
8625079	fry	Ik hoopje dat it moarn net reint.
8625081	fry	Ik bin yn it sikehûs.
8625098	fry	Wy binne binnen.
8625117	fry	Se hie in blom yn har hân.
8625142	fry	Mary is myn dochter.
8625155	fry	Tom is myn held.
8626299	fry	Disneyland is sletten.
8647904	fry	Ik wit net wêr't se binne.
8647945	fry	Besykest do ús gau?
8647959	fry	Hasto net mear te sizzen?
8657038	fry	Bliuw thús.
8976092	fry	Sinneljocht kin wetter ferwaarmje.
8985624	fry	Wy wiene keningen.
9056341	fry	Yanni hatet pizza.
9056360	fry	Tom hatet pizza.
9059282	fry	Ik praat gjin Turksk.
9226557	fry	Ik gie fierder.
9226650	fry	Hannover is de haadstêd fan Nedersaksen.
9226703	fry	Dútslân bestiet út 16 dielsteaten.
9243438	fry	Ik haatsje ierdbeien.
9253992	fry	Ik haw fjouwer bern.
9346028	fry	Tom is in man en ik bin in frou.
9350810	fry	De namme fan 'e kat is Tom.
9354924	fry	Tom is in ymperialist.
9358989	fry	Tom is in jonge en Mary is in famke.
9367176	fry	Fier snein en de hillige dagen.
9373889	fry	Dat wie in pear jier lyn.
9373901	fry	Toms brûkersnamme is "Tomtoeba13".
9496532	fry	Ik hâld fan Teksas!
9535875	fry	Har âlders binne dea.
9535883	fry	Noflike Krystdagen, Tatoeba!
9536133	fry	Dat hynder kin prate.
9630392	fry	Sami wennet yn Jeruzalim.
9635542	fry	Donald Trump hat lytse hannen.
9666212	fry	Wêr hasto Nederlânsk leard?
9666289	fry	Dat is in myte.
9677521	fry	It sânde gebod is dat do net stelle silst.
9677650	fry	Hy wie allinich.
9677696	fry	Se begûnen.
9685675	fry	Spanje is in Jeropeesk lân.
9685705	fry	It is in Skandinavyske namme.
9763782	fry	Yn 2017 kaam de Argentynske ekonomy út 'e resesje mei BYP-groei fan hast 3.0%.
9769088	fry	Se gongen nei Kabylje sûnder my.
9769095	fry	Dreame hûnen?
9845879	fry	Wat is frijheid?
10015799	fry	Ik wenje yn Maastricht.
10018172	fry	Yanni is in sjeny.
10046092	fry	It Siuwsk is in streektaal.
10060542	fry	Is it Grinslânsk in taal of in dialekt?
10064841	fry	Ik hâld fan talen.
10071171	fry	Is Grinslânsk in dialekt?
10071182	fry	Frysk is in taal.
10548668	fry	Ik kom út Sina.
10648849	fry	Ik praat gjin Frysk, mar ik lear Frysk.
10746938	fry	Ziga praat Silezysk.
10908964	fry	Ik haatsje dy net.
11010676	fry	Ik hâld fan myn taal.
11083976	fry	Ik ha seis hûnen en twa katten.
11083985	fry	Ferskate soarten fleis kinne rau iten wurde.
11083988	fry	Kannibalisme wurdt by minsken as in barbaarske died sjoen.
11083995	fry	Hoefolle húsdieren hast?
11084000	fry	In kikkert hat gjin skobben, lykas fisken of reptilen. Syn fel is tin, glêd en slimerich.
11084003	fry	Ik haatsje myn buorman.
11084004	fry	Kinsto it Frysk ferstean?
11084005	fry	Kikkerts hawwe stimbannen, wêrmei 't se kweaken kinne yn ferskillende toanaarden.
11084006	fry	Ik wenje net yn Fryslân, mar yn Almere.
11084686	fry	Ik seach in stjonkbist yn myn eftertún.
11084737	fry	Ik hâld net fan skjinmeitsjen.
11084785	fry	Tom wol net ite.
11087109	fry	Wa moat ik leauwe?
11087113	fry	It klimaat fan dizze stêd is sa myld dat de termometer komselden de tritich graden berikt, sels net yn it hjitst fan 'e simmer.
11087116	fry	Wy ha neat heard.
11087117	fry	Silst dit boek net lêze?
11087992	fry	Sy waard opnaam yn it sikehûs.
11088013	fry	Myn Ingelsk is net sa goed.
11088014	fry	Myn Ingelsk is net al te bêst.
11088054	fry	Do kinst no lekker koese.
11112197	fry	Kinne wy swimme?
11112207	fry	Ferline wike snein wie it sa'n moaie maitiidsdei.
11125427	fry	Wat hie ik dwaan kinnen?
11125476	fry	Wêrom soe ik dat dwaan?
11125974	fry	Ik stroffele oer in stien.
11126001	fry	Mem wennet yn Ruslân.
11126005	fry	Ik wenje yn Ruslân.
11126009	fry	Ik wenje yn Dútslân.
11126015	fry	Ik wenje yn Nederlân.
11126030	fry	Heit hat it burd ôfskeard.
11126053	fry	Is jo hûn in wyfke?
11126080	fry	Hokker hûneras is jo hûn?
11126172	fry	Wat tinkst derfan?
11126932	fry	Dizze hûn is mines.
11126933	fry	Fan wa is dizze hûn?
11126956	fry	Wêr wennet Tom?
11126966	fry	Mary wennet tegearre mei Tom.
11126973	fry	Myn famyljenamme is Jensen.
11127062	fry	Myn freondinne komt út Skotlân.
11128588	fry	"Wêr geane se hinne op fakânsje?" "Nei Kanada."
11128733	fry	Tom wit net datst in auto hast.
11128766	fry	Tom en Mary prate Italiaansk.
11128790	fry	Ik wenje op in pleats.
11128808	fry	It sil net folle waarmer wurde as 16 graden.
11128992	fry	Wy wachtsje it ôf.
11131538	fry	Lês ik it goed?
11131540	fry	Wy tankje jo foar jo krityk.
11131544	fry	Oer stereotipen praat!
11131546	fry	Wol wat fan leare, sadat it net wer bart.
11131597	fry	As ik oan it wurk bin mei ik graach allinnich wêze.
11131622	fry	De temperatuer leit om de 10 graden hinne.
11132365	fry	Ik wenje noch altyd yn Boston.
11132370	fry	Wy fregen ús ôf hoe djip oft de rivier hjir wie.
11133175	fry	In soad minsken wolle Ingelsk leare.
11133199	fry	Katten ite mûzen.
11133208	fry	Hoe âld is dy ferloofde?
11133234	fry	Ik gean no fuort, oant sjen!
11134154	fry	De oprop kaam.
11134155	fry	Wat moat ik no?
11134184	fry	Der fljocht in flinter troch de keamer.
11134185	fry	Se woe dat sy in kat wie.
11134189	fry	Wêr hast it oer?
11134191	fry	Giet it wat better?
11134202	fry	Kinsto dat?
11134205	fry	De kleuren skitteren yn 'e sinne.
11134209	fry	Ik sitearje út 'e holle.
11134212	fry	Ik koe har allinne sizze dat it mei my goed wie.
11134214	fry	Hiest net help krije kinnen?
11134215	fry	Ik gean de keamer út.
11134216	fry	Wa is de haadpersoan fan dit ferhaal?
11134217	fry	De haadpersoan hjit Tom.
11134218	fry	Ik tink dat dyn kat my haatsje.
11134256	fry	Hoe âld is dyn freontsje?
11134265	fry	Hoefolle fisk hast fongen?
11134283	fry	Myn learaar komt út Oekraïne.
11134293	fry	De kat fleach oer it hiem.
11134302	fry	Myn learzens binne stellen.
11134525	fry	Ik gean altyd nei tsjerke op snein.
11136073	fry	Se seine dat er ien fermoarde hat.
11136076	fry	Us heit kocht in fiskersboat.
11136079	fry	Myn kat hat in mûs deade.
11136083	fry	Se fûnen syn lyk yn 'e kelder.
11136088	fry	Se sloech him yn it gesicht.
11136140	fry	Ik waard hast opiten troch in haai.
11136161	fry	Ik bin biten troch in slang.
11136246	fry	Ik tink dat dat wier is.
11136289	fry	Wy ha te min leararen.
11136293	fry	Dat is net nij.
11136316	fry	Wêr komt it wurd wei?
11136317	fry	It wie wer in bjusterbaarlik moai barren.
11136322	fry	Sy hie in swak gestel.
11136331	fry	Myn famylje fan memmekant wennet yn Poalen.
11136344	fry	Myn buorlju binne Tsjetsjenen.
11136349	fry	Snein, moandei, tiisdei, woansdei, tongersdei, freed en sneon.
11136356	fry	Har suster ferhuze nei Súd-Afrika.
11136381	fry	Har suster sprekt Afrikaansk.
11136488	fry	Tom is in brânwachtman.
11136504	fry	Ik hâld fan oaljefanten.
11136518	fry	De hân docht my sear.
11136538	fry	Ik haw sjampinjonsop makke.
11136574	fry	Elkenien yn de stêd krige de gryp.
11136631	fry	Myn soan is allergysk foar apels.
11137128	fry	Se hâldt net fan har uterlik.
11137168	fry	Wolst in bierke foar my keapje?
11137581	fry	De fulkaan is útbarst.
11137583	fry	De fulkaan barste út.
11137614	fry	Komt it wol goed mei dy?
11137697	fry	Alle dagen stjerre der minsken.
11137702	fry	Wy sjogge him as ús held.
11140112	fry	Myn broer is fiifentritich jier âld.
11140113	fry	Ik haw juster bedoarn molke dronken.
11140115	fry	Ik haw de skonk brutsen.
11140119	fry	Ik wit net hoe 't ik dizze sin oersette moat.
11140393	fry	Yn Grikelân praat ik Gryksk.
11140433	fry	Ik woe dat elkenien lokkich wie.
11140440	fry	Wêr komst wei?
11140448	fry	Myn kat is swart-wyt.
11140461	fry	Wêr hast west?
11140476	fry	Wêr wennest?
11140493	fry	Wat moatst dwaan?
11140509	fry	Wat nimsto mei?
11140526	fry	Wêrom is de loft blau?
11140530	fry	Wêrom is bloed read?
11140544	fry	Oaljefanten hawwe grutte earen.
11140554	fry	Oaljefanten binne de grutste en swierste moderne lândieren.
11140587	fry	De sebra libbet benammen op de savannes, gerslannen en yn de bosken fan Afrika.
11140589	fry	Ik haw in sebra fotografearre.
11140603	fry	Ik ha griene eagen.
11140609	fry	Se hat brune eagen.
11140614	fry	Hy hat grize eagen.
11140618	fry	Myn suster hat har soan Tom neamd.
11140623	fry	Ik ha in baarch slachte.
11142606	fry	Wêr giest hinne?
11142933	fry	Wêrom kaamst net?
11142955	fry	Hy komt út de stêd hjirneist.
11142959	fry	De noas jokket my.
11142962	fry	Ik studearje Ingelsk op skoalle.
11142969	fry	Hokker taal learst?
11145472	fry	Wat is dyn memmetaal?
11147036	fry	Do lietst my skrikke.
11147039	fry	Ik kin net sliepe.
11147313	fry	Hâldst fan hûnen?
11149125	fry	De bus stoarte yn ’e rivier.
11152368	fry	Wêrom diest dat?
11152371	fry	Wêrom hast it dan dien?
11189529	fry	Hoe âld is dyn broer?
11189537	fry	Ik leau dy net.
11189548	fry	Hast der alris west?
11189555	fry	Ik fyn dy leaf.
11200667	fry	Bespotlik soks!
11200671	fry	Wêr hast hjoed west?
11200697	fry	Hoe let moatst der wêze?
11200715	fry	Hoe let is 't?
11200731	fry	Ik wie der sels by.
11202742	fry	Hie ik jo sizze moatten?
11202752	fry	Wat woest dêr mei sizze?
11202756	fry	Wat wolsto eins?
11203990	fry	Wêr kin ik jo mei helpe?
11203998	fry	Ik bin oan 'e stúdzje.
11214360	fry	Hâld dêrmei op.
11215176	fry	Hy seach der tryst út.
11215194	fry	Wat seist, ik hear dy net.
11215434	fry	Prate jo Hebriuwsk?
11215508	fry	Der binne in soad rivieren op dat eilân.
11215545	fry	Sami wie in ingel.
11215555	fry	Wolst wat sinesapelsop?
11215560	fry	Dizze keamer is kâld.
11215722	fry	Wat fynsto der no fan?
11220158	fry	Sy smookt.
11220173	fry	Prate jo Latyn?
11220196	fry	Prate jimme âlden Frânsk?
11220201	fry	Tom is gjin bistedokter.
11220203	fry	Ik joech Maria sûkelade.
11220213	fry	Ik joech Maria sûkela.
11220214	fry	Prate jo Jiddysk?
11220215	fry	Fynsto dat goed?
11220219	fry	Hast trije sekonden.
11220227	fry	Dyn antwurd is goed.
11220228	fry	De finger is my kniesd.
11220234	fry	Do fertsjinnest in medalje.
11220238	fry	Sami hâldt fan ierdbeien.
11220241	fry	Nee, heit.
11220242	fry	Nee, heity.
11220249	fry	Hast ea yn Rio west?
11220260	fry	Wêrom kaamst de keamer út?
11220267	fry	Witst wa 't ik bin?
11220309	fry	Ingelsk is in Germaanske taal.
11220322	fry	Wy geane út iten op freed.
11220326	fry	Peter is myn âldste soan.
11220330	fry	Jannewaris, febrewaris, maart, april, maaie, juny, july, augustus, septimber, oktober, novimber, desimber.
11220334	fry	Hy is twa moannen âld.
11220335	fry	Hoefolle binne der stoarn?
11220339	fry	Wy leare Arabysk.
11220344	fry	Wêr komt dy molke wei?
11220347	fry	Hoefolle sinesapelsop kinst út ien parssinesapel parse?
11220356	fry	Tom is net stoarn.
11220357	fry	It doarp leit oan in rivier.
11220358	fry	Ik wit net wa 't dizze brief skreaun hat.
11220359	fry	Wêrom kamen jo net?
11220363	fry	Hast pine by it pisjen?
11220366	fry	Wat frege er dy?
11220370	fry	Ik yt fisk.
11220372	fry	Wolst mei har trouwe?
11220373	fry	Se hat twa dozyn aaien kocht.
11220376	fry	Op iis falle docht sear.
11220384	fry	Skorpioenen binne gefaarlik.
11220385	fry	Ik wol moarn net wurkje.
11220388	fry	Ik yt in sitroen.
11220392	fry	Tom is in folwoeksene.
11220393	fry	Bist in moarnsminske?
11220396	fry	Tom syn jierdei wie earjuster.
11220398	fry	Wy libje yn it hert fan ús stêd.
11220399	fry	Wy witte dat ús taal stjert.
11220400	fry	Wy sêgen neat mear.
11220405	fry	Wat sochten se dêr?
11220457	fry	Prate jo Letsk?
11220458	fry	Prate jo Letlânsk?
11220490	fry	Ik fûn it nochal dreech.
11220494	fry	Ik kom út Ekwador.
11220496	fry	Wy wenje hjir sûnt jannewaris.
11220504	fry	Wêrom binne hjir safolle miggen?
11220510	fry	Ik kom út Kroäsië.
11220517	fry	It hat altyd sa west.
11220521	fry	Ik seach jimme suster earjuster.
11220532	fry	Ik kom út Berlyn, Dútslân.
11220535	fry	Ik ha twa dochters en twa soannen.
11220540	fry	Se is myn keninginne.
11220548	fry	Binne der skorpioenen yn Dútslân?
11220561	fry	Wat is in ychelswyn?
11220562	fry	Wat is in ychelbaarch?
11220563	fry	Wat is in stikelbaarch?
11220564	fry	Maria kocht bûter, brea en tsiis.
11220567	fry	Vanuatu is yn Oseanië.
11220569	fry	Tom hâldt fan sinesapels.
11220570	fry	Ik bin in Fisken.
11221986	fry	Hoe let giest fuort?
11222280	fry	Wêr is dyn keamer?
11222281	fry	Der binne útsûnderingen.
11222282	fry	Der binne útslutingen.
11222288	fry	Prate jo Skotsk-Gaelysk?
11222292	fry	Wat er no praat, is dat Ingelsk, Frânsk of Dútsk?
11222297	fry	Sûker!
11222304	fry	Winsto wat?
11222305	fry	Is dat sûkelade?
11222306	fry	Is dat sûkela?
11224094	fry	Prate jo Afrikaansk?
11224127	fry	Ik bin in Twilling.
11224140	fry	Ik bin in Faam.
